cut_budget,realized_cut,seed,dataset,model,optimizer,params,collapse_label,train_time_sec,shots_used,n_segments,avg_seg_length,med_seg_length,sse,od,metric_type,metric_value
0.05,0.04792348351371759,2,geolife,random,none,0,healthy,1.0124051570892334,0,1000,20.865,15.0,2.693045381528462,0.05022589692998477,wValCR,0.03263745912699664
0.1,0.08180216461112509,2,geolife,random,none,0,healthy,1.2624101638793945,0,1665,12.93093093093093,10.0,4.551412114813317,0.05067147403060523,raw_ValCR,0.687021877584455
0.1,0.08180216461112509,2,geolife,random,none,0,healthy,1.2624101638793945,0,1665,12.93093093093093,10.0,4.551412114813317,0.05067147403060523,nValCR,0.07882790212330794
0.1,0.08180216461112509,2,geolife,random,none,0,healthy,1.2624101638793945,0,1665,12.93093093093093,10.0,4.551412114813317,0.05067147403060523,wValCR,0.05313011733293625
0.15,0.11537880694689152,2,geolife,random,none,0,healthy,1.4999198913574219,0,2330,9.525751072961373,8.0,6.41279016176793,0.05077307756240914,raw_ValCR,0.6883994544267424
0.15,0.11537880694689152,2,geolife,random,none,0,healthy,1.4999198913574219,0,2330,9.525751072961373,8.0,6.41279016176793,0.05077307756240914,nValCR,0.09626095270074546
0.15,0.11537880694689152,2,geolife,random,none,0,healthy,1.4999198913574219,0,2330,9.525751072961373,8.0,6.41279016176793,0.05077307756240914,wValCR,0.07226721012905205
0.2,0.142713314875409,2,geolife,random,none,0,healthy,1.7178149223327637,0,2876,7.907162726008345,6.0,7.888109090616925,0.05065724507446223,raw_ValCR,0.6868289563333478
0.2,0.142713314875409,2,geolife,random,none,0,healthy,1.7178149223327637,0,2876,7.907162726008345,6.0,7.888109090616925,0.05065724507446223,nValCR,0.10803436582304149
0.2,0.142713314875409,2,geolife,random,none,0,healthy,1.7178149223327637,0,2876,7.907162726008345,6.0,7.888109090616925,0.05065724507446223,wValCR,0.08686161903235162
0.3,0.1886735464384596,2,geolife,random,none,0,healthy,2.114579916000366,0,3777,6.259465184008472,5.0,10.356807568720757,0.050598057386577175,raw_ValCR,0.6860264685976227
0.3,0.1886735464384596,2,geolife,random,none,0,healthy,2.114579916000366,0,3777,6.259465184008472,5.0,10.356807568720757,0.050598057386577175,nValCR,0.12520301996107672
0.3,0.1886735464384596,2,geolife,random,none,0,healthy,2.114579916000366,0,3777,6.259465184008472,5.0,10.356807568720757,0.050598057386577175,wValCR,0.10959825614978518
0.4,0.22421344072489302,2,geolife,random,none,0,healthy,2.3786661624908447,0,4487,5.427234232226432,5.0,12.377899560958824,0.05074344420891225,raw_ValCR,0.6879976748742814
0.4,0.22421344072489302,2,geolife,random,none,0,healthy,2.3786661624908447,0,4487,5.427234232226432,5.0,12.377899560958824,0.05074344420891225,nValCR,0.13818975456295163
0.4,0.22421344072489302,2,geolife,random,none,0,healthy,2.3786661624908447,0,4487,5.427234232226432,5.0,12.377899560958824,0.05074344420891225,wValCR,0.12676763991298048
0.5,0.24862824062421343,2,geolife,random,none,0,healthy,2.6181230545043945,0,4959,5.005847953216374,5.0,13.582940504192493,0.05059012735931979,raw_ValCR,0.6859189504659738
0.5,0.24862824062421343,2,geolife,random,none,0,healthy,2.6181230545043945,0,4959,5.005847953216374,5.0,13.582940504192493,0.05059012735931979,nValCR,0.145037269749412
0.5,0.24862824062421343,2,geolife,random,none,0,healthy,2.6181230545043945,0,4959,5.005847953216374,5.0,13.582940504192493,0.05059012735931979,wValCR,0.13702352865617
0.7,0.2895544928265794,2,geolife,random,none,0,healthy,2.861422061920166,0,5774,4.440422583997229,4.0,15.871015280184903,0.05067856928332291,raw_ValCR,0.6871180775458198
0.7,0.2895544928265794,2,geolife,random,none,0,healthy,2.861422061920166,0,5774,4.440422583997229,4.0,15.871015280184903,0.05067856928332291,nValCR,0.15859686201705783
0.7,0.2895544928265794,2,geolife,random,none,0,healthy,2.861422061920166,0,5774,4.440422583997229,4.0,15.871015280184903,0.05067856928332291,wValCR,0.15474159599631668
1.0,0.3324439969796124,2,geolife,random,none,0,healthy,3.1232151985168457,0,6611,4.004840417486008,4.0,18.185566252588963,0.050692031380782515,raw_ValCR,0.6873006014539921
1.0,0.3324439969796124,2,geolife,random,none,0,healthy,3.1232151985168457,0,6611,4.004840417486008,4.0,18.185566252588963,0.050692031380782515,nValCR,0.17168445395709156
